,index,statement_id,label,statement,subject,speaker,speaker_job_title,state_info,party_affiliation,barely_true_counts,false_counts,half_true_counts,mostly_true_counts,pants_on_fire_counts,context,extracted_justification
2627,1345,10745.json,true,The fastest-growing part of the Pentagons budget are health care expenses.,"health-care,military",evan-bayh,former governor and senator,Indiana,democrat,0.0,0.0,0.0,0.0,0.0,"an interview in Concord, N.H.","Clinton said that between 2010 and 2014, there was zero net in-migration from Mexico. The census data to prove that isnot in for 2014, but the numbers up to 2013 support his point, as do very preliminary 2014 data. The population of people living in America but born in Mexico fell by about 40,000 since 2010. Thats not a perfect measure, but the experts we reached said it is a strong indication of a prevailing trend. The experts we reached said that other data, including a rapid decline in apprehensions at the border and changing demographics in Mexico add weight to the conclusion that Clinton was correct."
2660,1378,621.json,true,"John McCain's top foreign policy adviser lobbied for... the Republic of Georgia, and McCain has mirrored the position advocated by the government.",foreign-policy,barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,a statement by Obama spokesman Hari Sevugan ,"Jim Doyle, but Van Hollen felt the review panel was in the best position to determine if Kratz committed professional misconduct. Hassett argues Van Hollen could have done more. But his statement was that Van Hollen did nothing."
2678,1396,8724.json,true,Granite Staters who hold individual policies from Anthem...can indeed renew their policies and keep their current doctors and hospitals in 2014.,health-care,carol-shea-porter,Retired social worker,New Hampshire,democrat,1.0,0.0,1.0,1.0,0.0,a press release,"Thats a specific measure pollsters use. In polling, a few percentage points either way can be highly significant. Here, Barca missed the bull's-eye by more than that."
2718,1436,3713.json,true,Says close to 90 percent of the population growth in Texas over the last decade was non-Anglo.,"census,redistricting",garnet-coleman,"president, ceo of Apartments for America, Inc.",Texas,democrat,1.0,0.0,1.0,0.0,1.0,a press release,"Uwe Reinhardt, a professor of economics at Princeton University, said the Clinton plan relies heavily on private insurance companies to provide coverage. ""If the insurance industry calculates this carefully, they'll make money off it,"" he said. According to     Dorland's Illustrated Medical Dictionary    , socialized medicine is ""a system of medical care regulated and controlled by the government, in which the government assumes responsibility for providing for the health needs and hospital care of the entire population, at no direct cost or at a nominal fee to the individual, by means of subsidies obtained by taxation."
2719,1437,7669.json,true,"A bipartisan background check amendment outlawed any (gun) registry. Plain and simple, right there in the text.",guns,barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,a speech from the White House Rose Garden,"""I think his words at that (Fort Myers) event speak for themselves,"" Gibbs said. ""I think he was very supportive of the legislation and supportive of the benefits that it would have and has had for  for the state of Florida in seeing positive economic growth. ""Facing a primary challenge from the conservative wing of the Republican Party, Crist appears to be trying to rewrite history."
2726,1444,13167.json,true,Says Rep. John Katko promised he wouldnt vote to defund Planned Parenthood and since hes been in office hes done that four times,"abortion,congress",colleen-deacon,Candidate for Congress,New York,democrat,0.0,0.0,0.0,0.0,0.0,remarks at a campaign office opening for Hillary Clinton,"The Feb.  4 report from the U. S.  Energy Information Administration found the average price of gasoline was $2. 98 a gallon, down 23 cents from the peak of $3. 22 last May 21. In fact, while the senator was in Alexandria, his motorcade drivers could have filled up for $2. 92 a gallon at Barber's Auto Service Center, an Exxon station near the school. If you adjust for inflation, the current national price is still 41 cents below the peak of $3. 39 per gallon, set in March 1981."
2750,1468,10086.json,true,"In the past three years, we have prosecuted or brought more cases on access to public records than in the previous 12 years combined.","candidates-biography,government-efficiency,government-regulation,history,job-accomplishments,legal-issues,transparency",peter-kilmartin,state representative,Rhode Island,democrat,0.0,0.0,2.0,1.0,1.0,an interview on Rhode Island Public Radio,"I have said: I dont think youre going to find anything to audit on the Federal Reserve. But they want you to believe that Herman Cain doesnt want the Federal Reserve to be audited. ""In general, Cain has said an audit is counterproductive, but he will not object to it. That is largely consistent with his statement at the debate. However, there have been occasions where Cain has been confusing on the topic, like when he appeared to take a more definitive stance, saying on Boortzs show that ""we dont need to waste money"" with an audit."
2767,1485,8509.json,true,Says Rick Scott didnt even come to his own education summit. But he did take time to go to the tea party convention the same week.,education,charlie-crist,,Florida,democrat,15.0,9.0,20.0,19.0,2.0,a rally announcing his candidacy for governor,The two-year budget adopted by lawmakers and signed into law by Perry was required to balance--and theres no indication that it no longer does. The ads statement--casting the sale of short-term notes as covering Perrys deficits--misrepresents a routine annual sale.
2787,1505,7354.json,true,"Says right now, we have more military spending than the next 10, 11, 12 countries combined.","federal-budget,military",cory-booker,U.S. senator,New Jersey,democrat,0.0,4.0,2.0,8.0,0.0,a panel discussion on HBO’s “Real Time with Bill Maher”,"Angel Taveras said, ""Over the last several years, the crime rate has actually gone down in the city and . the number of shootings has been going down. ""While the overall rate ticked up the year before Taveras took office and during the first year of his tenure, it has declined by a few percentage points in the last two years, reflecting the long-term trend. Similarly, the number of shooting victims made a significant jump the first year Taveras was in office. The number has fallen since then, but in 2013, it was still 10 higher than the year before he became mayor. The count as of July 12 -- the date of Taveras' statement -- was not lower than the same time last year; it was identical. All things considered, the statement is partially accurate but leaves out important details or takes things out of context."
2790,1508,6614.json,true,Says a federal judge sanctions Tennessee birther lawyer for bringing a frivolous lawsuit.,obama-birth-certificate,tennessee-democratic-party,,Tennessee,democrat,1.0,1.0,0.0,2.0,0.0,in a press release.,"Two other police officers in different counties have also pleaded guilty to involuntary manslaughter, but both were after an officer hit someone with their vehicle. Zappalas campaign left out context that Charmo pleaded guilty and that two other officers also were guilty of the same charge as Charmo. But he does appear to be the only DA in Pennsylvania who won a conviction of an on-duty police officer in a shooting incident."
2791,1509,1544.json,true,"Due to ... tax cuts and lower (property) values, 2009 property taxes were almost $3 billion below 2007 property taxes.",taxes,charlie-crist,,Florida,democrat,15.0,9.0,20.0,19.0,2.0,his State of the State address.,Neither comes close to $60 billion. We asked Brouns office about the discrepancy. Broun spokeswoman Meredith Griffanti said he must have misspoke. Broun meant to say that the federal government borrows nearly $60 billion every two weeks.
