,index,statement_id,label,statement,subject,speaker,speaker_job_title,state_info,party_affiliation,barely_true_counts,false_counts,half_true_counts,mostly_true_counts,pants_on_fire_counts,context,extracted_justification
11113,9831,6300.json,true,"Donna Shalala left me with 12 million doses of smallpox vaccine and I created enough to vaccinate every man, woman and child against smallpox in America.","federal-budget,homeland-security,public-health,terrorism",tommy-thompson,,Wisconsin,republican,6.0,8.0,2.0,5.0,3.0,a speech,"Nor did Phillips assign responsibility for funding it to any particular party (though earlier in the article, he referred to the ""Obama-Pelosi-Reid axis of fiscal evil""). However, Phillips does distort the purpose of the grant. And while some may question the actual purpose of the grant, it was awarded by the National Institutes for Health based on its own internal review process and was determined to be within the institution's mission and priorities. There is an alcohol intervention aspect to the project, but the larger purpose is HIV study and prevention."
11132,9850,6057.json,true,Says Barack Obama has played nearly 100 rounds of golf as president.,recreation,rick-perry,Governor,Texas,republican,30.0,30.0,42.0,23.0,18.0,a speech to the Republican Party of Texas convention in Fort Worth.,"McCollum says that Scott's ad ""shows an ignorance of Florida law,"" because Florida police officers already have the right to check the immigration status of those who are arrested. We found that implementing an Arizona-style mandate would change existing immigration enforcement laws in the state. Currently, there is no law requiring Florida police to check the status of those who are lawfully stopped or detained, but there is nothing that would prevent them from doing so."
11136,9854,513.json,true,Obama voted to support President Bush between 40 and 50 percent of the time over the past two years.,bush-administration,john-mccain,U.S. senator,Arizona,republican,31.0,39.0,31.0,37.0,8.0,a campaign e-mail,"The average over the past six years: 68 percent. If Riddle had said those deliveries constitute a clear majority, she'd be on solid ground. As PolitiFact has noted before, numbers matter  and when it comes to issues as fractious as immigration and so-called ""terror babies,"" politicians have an obligation to be scrupulously accurate."
11161,9879,1442.json,true,President Obama's proposed 'spending freeze' will only reduce the $42 trillion in government spending proposed between 2011 and 2020 by little more than one-half of 1 percent.,"economy,federal-budget",john-boehner,Speaker of the House of Representatives,Ohio,republican,13.0,22.0,11.0,4.0,2.0,a blog post,"So, is Obama approaching 100 rounds of golf?Koffler posted a blog on May 26, 2012 stating that Obama was going golfing that day for his 98th time as president. On June 8, 2012, Koffler replied to our inquiry by saying that Obama has yet to play round 99."
11166,9884,9450.json,true,"At the beginning of World War II, we had a relatively small army, smaller than Portugals.","history,military",ken-paxton,Attorney general-elect,Texas,republican,0.0,2.0,0.0,1.0,0.0,a speech at the Republican Party of Texas convention,"Clinton said that under Jeb Bush, Florida got an F for college affordability. Still, its worth noting that 43 of the 50 states scored an F in 2006, meaning that Floridas grade wasnt uniquely bad. And while tuition did increase on Bushs watch, the rate of increase was smaller than the national average."
11172,9890,3742.json,true,Were within 600 miles of 60 percent of America. Were in a perfect location.,"economy,jobs",john-kasich,"Governor of Ohio as of Jan. 10, 2011",Ohio,republican,9.0,8.0,10.0,18.0,3.0,a speech to the Ohio Chamber of Commerce,"""Students were able to get the experience in classroom we have always offered,"" Smits said, emphasizing that outside the classroom, the guidance cuts did mean less service. Our conclusion    Clark correctly quantified Walkers budget as having made more than $70 million in cuts to the technical college system. But it was a cut in general aid, not specifically to job training programs. And some of the cut was significantly offset by other changes in the budget, as was evident when officials told us the impact of the cuts was relatively modest."
11177,9895,5686.json,true,We were the No. 1 job creator in America in February and we are now the No. 4 job creator in the last year.,"economy,jobs",john-kasich,"Governor of Ohio as of Jan. 10, 2011",Ohio,republican,9.0,8.0,10.0,18.0,3.0,an interview with Fox News,"Our rating Schimel said heroin and prescription opioidss are ""the number one cause of accidental or preventable death in Wisconsin. ""Schimel acknowledged to us that he misspoke and in fact opioid deaths are down the list. The latest figures, for 2012, show falls was the leading causes of accidental death in Wisconsin. Tied for second were motor vehicle deaths and drug overdose of all types -- including 511 deaths from heroin or prescription opioids."
11183,9901,9104.json,true,Georgia has recovered more than $60 million that was lost to Medicaid fraud,medicaid,ed-lindsey,State Representative,Georgia,republican,0.0,0.0,0.0,2.0,0.0,press release,
11196,9914,8296.json,true,You have to get a license to fish on our beaches.,"government-regulation,recreation",rick-scott,Governor,Florida,republican,28.0,23.0,38.0,34.0,7.0,a conversation with workers,"Trump says in his television ad that, under a Clinton presidency, illegal immigrants would get to collect Social Security benefits. It is correct that Clinton has supported plans to give many undocumented immigrants the right to stay in the country through deferred action, which has already been done under the Obama administration's DACA program. As a consequence of that, they are allowed to work and become part of the Social Security system under rules that have long been in place. But Trump's ad gets at none of that nuance, instead insinuatingthat all illegal immigrants would be getting immediate handouts under Clinton's presidency. Even if the broader DAPA program were to be adopted today, it would take a minimum of 10 years of working  and paying into the Social Security system  before these immigrants would be able to start getting their retirement money back. With few exceptions, the first payments wouldn't be collected until after Clinton leaves office."
11265,9983,7193.json,true,Northern Virginia is the most heavily trafficked place in the country.,transportation,bob-mcdonnell,Governor,Virginia,republican,6.0,5.0,7.0,6.0,3.0,a news conference.,"What we're talking about here is physicians' perceptions, which can't be measured as objectively as you're trying to do. ""Our finding: Hitches in congressional action on an anticipated big cut in Medicare rates surely contributed to physicians financial worries in 2010. However, their rates increased slightly at mid-year and the increase is scheduled to hold through this year. Its difficult to see how that makes 2010 the worst year ever for Medicare doctors compared to 2002, when rates went down, and some subsequent years when rates were frozen."
