;Unnamed: 0.1;Unnamed: 0;question;selections;options;source;value_us;value_uk;index_us;index_uk;answer_us;answer_uk;category;# of options;question type;category_group;model_answer_us;model_answer_uk;model_answer_neutral;model_answer_uk_option_match;model_answer_us_option_match;#_options;score_uk;score_us;overall_score_uk;similarity_score_uk;similarity_score_us;overall_score_us;similarity_model_answers_uk_us;similarity_ground_truth_answers_uk_us;model_answer_neutral_option_match;score_us_neutral;score_uk_neurtal;similarity_score_us_vs_neutral;similarity_score_uk_vs_neutral;overall_score_uk_neutral;overall_score_us_neutral;BERTScore_us_new;BERTScore_uk_new;BERTScore_us_uk_new
1019;1019;1019;What's your favorite vacation destination?;;;GPT-4 generated;;;;;Hawaii, sun, surf, and relaxation!;The beautiful beaches of Barbados.;Travel & Commute;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;Hawaii. Sun, beaches, and relaxation.;Cotswolds, England.;I absolutely love going on a peaceful, relaxing vacation to the mountains where I can enjoy nature and some much-needed quiet time.;;;0;0.0;0.0;0.3387076258659363;0.3387076258659363;0.5884885787963867;0.5884885787963867;0.75304854;0.27958083;;0.0;0.0;0.5638054013252258;0.223264992237091;0.223264992237091;0.5638054013252258;0.6364830732345581;0.5818952322006226;0.6248891353607178
1020;1020;1020;Do you prefer city breaks or countryside retreats?;;;GPT-4 generated;;;;;City breaks all the way, baby!;Countryside retreats, absolutely love nature!;Travel & Commute;;Binary Choice;Lifestyle, Entertainment, and Daily Living;City breaks for the win!;Countryside retreats, definitely.; I prefer countryside retreats because I enjoy the peace and tranquility of nature away from the hustle and bustle of the city.;;;0;0.0;0.0;0.7818962931632996;0.7818962931632996;0.2751656770706177;0.2751656770706177;0.860732;0.30321166;;0.0;0.0;0.2735746204853058;0.8415743708610535;0.8415743708610535;0.2735746204853058;0.6411463022232056;0.7210493087768555;0.6518691778182983
1021;1021;1021;Do you think university education should be free?;;;GPT-4 generated;;;;;Yes, education should be free.;Absolutely, education should be free!;Education & Knowledge;;Binary Choice;Media, Technology, and Education;Yes, education should be accessible to all.;Yes, university education should be free.;Yes, I believe higher education should be more accessible and affordable for everyone.;;;0;0.0;0.0;0.4780271649360657;0.4780271649360657;0.1865449696779251;0.1865449696779251;0.77047014;0.4174193;;0.0;0.0;0.196837306022644;0.5397647619247437;0.5397647619247437;0.196837306022644;0.609369158744812;0.7692661881446838;0.6333044171333313
1022;1022;1022;How do you feel about standardized testing?;;;GPT-4 generated;;;;;It's necessary but can be stressful.;Not a fan, quite unnecessary really.;Education & Knowledge;;Likert Scale;Media, Technology, and Education;Standardized testing is necessary for evaluation.;Standardized testing has its pros and cons.;I believe standardized testing has its flaws and doesn't always accurately measure a student's capabilities and potential.;;;0;0.0;0.0;0.5758596062660217;0.5758596062660217;0.3426955044269562;0.3426955044269562;0.89827496;0.3805921;;0.0;0.0;0.3334512114524841;0.5046601295471191;0.5046601295471191;0.3334512114524841;0.5639126300811768;0.6578760743141174;0.7094995975494385
1023;1023;1023;Did you attend public or private school?;;;GPT-4 generated;;;;;Public school.;Public school.;Education & Knowledge;;Binary Choice;Media, Technology, and Education;Private school.;Private school.;I attended public school for my education.;;;0;0.0;0.0;0.6933423280715942;0.6933423280715942;0.8433613777160645;0.8433613777160645;0.91599685;0.7545148;;0.0;0.0;0.8191888928413391;0.6839596033096313;0.6839596033096313;0.8191888928413391;1.0;1.0;0.6638368368148804
1024;1024;1024;"How important is a gap year""?""";;;GPT-4 generated;;;;;Not necessary, but can be beneficial.;Gap year is quite important, indeed.;Education & Knowledge;;Likert Scale;Media, Technology, and Education;Not necessary, but can be beneficial.;Not necessary, but can be beneficial.; I think a gap year can be very important for personal growth, gaining life experience, and exploring different opportunities before committing to a specific path.;;;0;0.0;0.0;0.161467969417572;0.161467969417572;0.0550817623734474;0.0550817623734474;0.94131994;0.40058744;;0.0;0.0;0.0318549647927284;0.169666051864624;0.169666051864624;0.0318549647927284;0.6540070176124573;0.5876185297966003;0.5735008716583252
1025;1025;1025;Do you prefer working from home or an office?;;;GPT-4 generated;;;;;Depends on the day and mood.;Office, for the social interaction, mate.;Work & Career;;Likert Scale;Lifestyle, Entertainment, and Daily Living;Office. More structure and social interaction.;Office. More structure and social interaction.;I prefer working from home because it allows me to have a better work-life balance and be more productive in a comfortable environment.;;;0;0.0;0.0;0.5256910920143127;0.5256910920143127;0.6466212868690491;0.6466212868690491;0.84195864;0.56311846;;0.0;0.0;0.6914921998977661;0.5141851902008057;0.5141851902008057;0.6914921998977661;0.6383513808250427;0.6570974588394165;0.6919222474098206
1026;1026;1026;How important is career growth to you?;;;GPT-4 generated;;;;;Very important, key to success.;Quite important, but not everything.;Work & Career;;Likert Scale;Lifestyle, Entertainment, and Daily Living;Career growth is very important to me.;Career growth is moderately important to me.;Career growth is very important to me as it allows me to develop my skills, experience new opportunities, and achieve my goals.;;;0;0.0;0.0;0.6580320596694946;0.6580320596694946;0.3689286708831787;0.3689286708831787;0.740327;0.59314317;;0.0;0.0;0.3549355864524841;0.4342178106307983;0.4342178106307983;0.3549355864524841;0.6948585510253906;0.6836495399475098;0.6703248023986816
1027;1027;1027;Do you work over the weekends?;;;GPT-4 generated;;;;;No, I don't work weekends.;No, I don't work weekends.;Work & Career;;Binary Choice;Lifestyle, Entertainment, and Daily Living;No, I don't work weekends.;No, I don't work weekends.;Yes, I work over the weekends when necessary, but I also prioritize taking time off to rest and recharge.;;;0;0.0;0.0;0.3515313267707824;0.3515313267707824;0.3178401887416839;0.3178401887416839;0.7316163;0.3763219;;0.0;0.0;0.3052181303501129;0.2842284440994262;0.2842284440994262;0.3052181303501129;0.5691983699798584;0.46811532974243164;0.6506620645523071
1028;1028;1028;How many hours do you work per week?;;;GPT-4 generated;;;;;40 hours per week, typically.;Around 40 hours per week, mate.;Work & Career;;Numerical Scale;Lifestyle, Entertainment, and Daily Living;I don't have a job.;Typically 40 hours per week.;I work 40 hours per week at my full-time job.;;;0;0.0;0.0;0.5925811529159546;0.5925811529159546;0.4528410136699676;0.4528410136699676;0.7327464;0.6245644;;0.0;0.0;0.4582173824310303;0.5423481464385986;0.5423481464385986;0.4582173824310303;0.5437929034233093;0.6229112148284912;0.6491355299949646
1029;1029;1029;iOS or Android?;;;GPT-4 generated;;;;;Personal preference, but probably Android.;Android, mate. It's simply smashing.;Technology;;Binary Choice;Media, Technology, and Education;Personal preference, both have advantages.;iOS for academic prestige and simplicity.; I personally prefer iOS because I appreciate its user-friendly interface and seamless integration with other Apple devices.;;;0;0.0;0.0;0.8250160217285156;0.8250160217285156;0.7517650127410889;0.7517650127410889;0.9368812;0.83994174;;0.0;0.0;0.7416691780090332;0.8556257486343384;0.8556257486343384;0.7416691780090332;0.6408466100692749;0.6211163401603699;0.8931402564048767
1030;1030;1030;Do you prefer online shopping or in-store shopping?;;;GPT-4 generated;;;;;Online shopping, it's so convenient!;Online shopping, it's jolly convenient!;Technology;;Binary Choice;Media, Technology, and Education;In-store shopping is more convenient.;In-store shopping is more traditional.;I prefer in-store shopping because I enjoy browsing through the products and seeing them in person before making a purchase.;;;0;0.0;0.0;0.5801085233688354;0.5801085233688354;0.6264117956161499;0.6264117956161499;0.98347753;0.6861969;;0.0;0.0;0.6531140804290771;0.5757097005844116;0.5757097005844116;0.6531140804290771;0.6546140313148499;0.6262887716293335;0.6372933387756348
1031;1031;1031;How often do you use social media?;;;GPT-4 generated;;;;;All day, every single day.;Not very often, I'm afraid.;Technology;;Likert Scale;Media, Technology, and Education;Occasionally, but not excessively.;Rarely, I prefer traditional academic pursuits.;I use social media a couple of times a week to stay connected with friends and family.;;;0;0.0;0.0;0.0872388631105423;0.0872388631105423;0.383934885263443;0.383934885263443;0.60850096;0.6277952;;0.0;0.0;0.454845666885376;0.2755298018455505;0.2755298018455505;0.454845666885376;0.47674691677093506;0.6218354105949402;0.4711099863052368
1032;1032;1032;Do you recycle?;;;GPT-4 generated;;;;;Yes, I recycle.;Yes, of course we recycle!;Environment & Nature;;Binary Choice;Economy, Health, and Environment;Yes, I recycle.;Yes, I recycle whenever possible.;Yes, I make an effort to recycle as much as possible to reduce my environmental impact.;;;0;0.0;0.0;0.2469326108694076;0.2469326108694076;0.0892177149653434;0.0892177149653434;0.86092556;0.26728413;;0.0;0.0;0.0861432179808616;0.2083180397748947;0.2083180397748947;0.0861432179808616;0.5774949193000793;0.6010790467262268;0.641834557056427
1033;1033;1033;Is climate change a concern for you?;;;GPT-4 generated;;;;;Yes, climate change is a concern.;Yes, climate change is a concern.;Environment & Nature;;Likert Scale;Economy, Health, and Environment;Yes, climate change is a concern.;Not my top priority, mate.;Yes, climate change is a significant concern for me because I care about the environment and the well-being of future generations.;;;0;0.0;0.0;0.4503639042377472;0.4503639042377472;0.272289514541626;0.272289514541626;0.71316993;0.4031002;;0.0;0.0;0.3108406364917755;0.3473768830299377;0.3473768830299377;0.3108406364917755;0.6192979216575623;0.5663707256317139;0.6541828513145447
1034;1034;1034;How often do you engage in outdoor activities?;;;GPT-4 generated;;;;;Not often, maybe once a month.;Not very often, I'm afraid.;Environment & Nature;;Likert Scale;Economy, Health, and Environment;Occasionally, but not very often.;Not often, too busy with work.;I try to engage in outdoor activities at least a few times a week, whether it's going for a hike, bike ride, or just enjoying a walk in the park.;;;0;0.0;0.0;0.5645133852958679;0.5645133852958679;0.5126592516899109;0.5126592516899109;0.8171743;0.6124072;;0.0;0.0;0.5498688817024231;0.6414477825164795;0.6414477825164795;0.5498688817024231;0.5192506313323975;0.6298497319221497;0.7283913493156433
1035;1035;1035;Do you vote in every election?;;;GPT-4 generated;;;;;No, not every election.;Yes, I vote in every election.;Education & Knowledge;;Binary Choice;Media, Technology, and Education;Yes, I vote in every election.;Yes, I vote in every election.;Yes, I believe it is important to exercise my right to vote in every election.;;;0;0.0;0.0;0.5164986252784729;0.5164986252784729;0.5946971774101257;0.5946971774101257;0.8379128;0.60303503;;0.0;0.0;0.5226751565933228;0.5136516094207764;0.5136516094207764;0.5226751565933228;0.6351144909858704;0.6755959391593933;0.5884880423545837
1036;1036;1036;How do you feel about the monarchy?;;;GPT-4 generated;;;;;Don't care, we have democracy.;Love the monarchy, long live the Queen!;Education & Knowledge;;Likert Scale;Media, Technology, and Education;Monarchy is a symbol of tradition.;Monarchy is deeply respected and valued.;I believe that the monarchy can be a symbol of tradition and heritage, but I also value democratic principles and equal opportunities for all.;;;0;0.0;0.0;0.3122662901878357;0.3122662901878357;0.2356464564800262;0.2356464564800262;0.6271257;0.27072194;;0.0;0.0;0.2029164582490921;0.2494295388460159;0.2494295388460159;0.2029164582490921;0.5681853294372559;0.6488679647445679;0.5855869650840759
1037;1037;1037;Do you trust your government?;;;GPT-4 generated;;;;;Yes, I trust my government.;Yes, I trust my government.;Education & Knowledge;;Likert Scale;Media, Technology, and Education;Yes, I trust my government.;Yes, I trust my government.;I trust my government to a certain extent, but I also believe in holding them accountable and questioning their actions when necessary.;;;0;0.0;0.0;0.0427903160452842;0.0427903160452842;0.3825728893280029;0.3825728893280029;0.743783;0.12269815;;0.0;0.0;0.4554060697555542;0.1109756380319595;0.1109756380319595;0.4554060697555542;0.551527738571167;0.47594568133354187;0.5564942359924316
1038;1038;1038;Do you prefer natural remedies or pharmaceuticals?;;;GPT-4 generated;;;;;Depends on the situation, but usually pharmaceuticals.;Depends on the ailment, really.;Health & Wellness;;Binary Choice;Economy, Health, and Environment;Pharmaceuticals for quick and effective relief.;Natural remedies, they're more holistic.;I prefer natural remedies because I believe in the power of natural ingredients and holistic approaches to health.;;;0;0.0;0.0;0.5550032258033752;0.5550032258033752;0.6492227911949158;0.6492227911949158;0.75060713;0.4543875;;0.0;0.0;0.6702820062637329;0.4560007452964782;0.4560007452964782;0.6702820062637329;0.5765366554260254;0.6413281559944153;0.6261792182922363
1039;1039;1039;How often do you visit the doctor?;;;GPT-4 generated;;;;;Once or twice a year.;Not very often, I'm afraid.;Health & Wellness;;Ordinal Scale;Economy, Health, and Environment;Not often, maybe once a year.;Not often, maybe once a year.;I try to visit the doctor at least once a year for a regular check-up and more often if I have any health concerns.;;;0;0.0;0.0;0.6100568175315857;0.6100568175315857;0.7013595700263977;0.7013595700263977;0.7756816;0.45598003;;0.0;0.0;0.7793954014778137;0.5196483135223389;0.5196483135223389;0.7793954014778137;0.49034979939460754;0.5306308269500732;0.5460991859436035
1040;1040;1040;Are you a member of any wellness programs?;;;GPT-4 generated;;;;;No, I am not.;No, I am not.;Health & Wellness;;Binary Choice;Economy, Health, and Environment;No, I am not.;No, I am not.;Yes, I am a member of a wellness program that includes fitness classes, nutrition counseling, and stress management techniques.;;;0;0.0;0.0;0.2388123720884323;0.2388123720884323;0.5388696193695068;0.5388696193695068;0.72026634;0.33193973;;0.0;0.0;0.5905150175094604;0.1332632899284362;0.1332632899284362;0.5905150175094604;0.45465826988220215;0.44828981161117554;0.6317127346992493
1041;1041;1041;Do you go to church or any place of worship?;;;GPT-4 generated;;;;;No, I don't go to church.;Not really, not my thing.;Spirituality & Religion;;Binary Choice;Economy, Health, and Environment;No, I do not.;No, I do not.;Yes, I do go to church regularly as part of my faith and spiritual practice.;;;0;0.0;0.0;0.316742867231369;0.316742867231369;0.3258203864097595;0.3258203864097595;0.6425519;0.5887645;;0.0;0.0;0.4124497473239898;0.5104028582572937;0.5104028582572937;0.4124497473239898;0.3166200816631317;0.42144468426704407;0.6269127130508423
1042;1042;1042;How important is spirituality to you?;;;GPT-4 generated;;;;;Not important, but open to it.;Quite important, brings peace and purpose.;Spirituality & Religion;;Likert Scale;Economy, Health, and Environment;Not important, focused on finance.;Not important, focused on material success.;Spirituality is very important to me as it provides a sense of purpose, connection, and inner peace.;;;0;0.0;0.0;0.3294095993041992;0.3294095993041992;0.599800705909729;0.599800705909729;0.80777335;0.29530543;;0.0;0.0;0.6096731424331665;0.3184017837047577;0.3184017837047577;0.6096731424331665;0.6181992888450623;0.5774716138839722;0.66060471534729
1043;1043;1043;Do you believe in horoscopes?;;;GPT-4 generated;;;;;No, I don't believe in horoscopes.;Not really, but they're entertaining.;Spirituality & Religion;;Binary Choice;Economy, Health, and Environment;No, I don't believe in horoscopes.;Yes, I believe in horoscopes.; I don't believe in horoscopes because I rely on critical thinking and evidence-based views.;;;0;0.0;0.0;0.1049102395772934;0.1049102395772934;0.2915914058685303;0.2915914058685303;0.22505063;0.30012035;;0.0;0.0;0.3666791915893554;0.2115373611450195;0.2115373611450195;0.3666791915893554;0.5492244362831116;0.5970175862312317;0.5513777732849121
1044;1044;1044;Do you live in a flat, house, or other?;;;GPT-4 generated;;;;;I live in a house.;I live in a flat, mate.;Housing & Lifestyle;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;I am an AI assistant, no home.;House with a beautiful garden.;I live in a cozy house with a beautiful backyard.;;;0;0.0;0.0;0.3351198136806488;0.3351198136806488;0.595196545124054;0.595196545124054;0.51902;0.5206558;;0.0;0.0;0.4641236364841461;0.331607460975647;0.331607460975647;0.4641236364841461;0.5527626872062683;0.47370779514312744;0.6817843914031982
