;Unnamed: 0.42;Unnamed: 0.41;Unnamed: 0.40;Unnamed: 0.39;Unnamed: 0.38;Unnamed: 0.37;Unnamed: 0.36;Unnamed: 0.35;Unnamed: 0.34;Unnamed: 0.33;Unnamed: 0.32;Unnamed: 0.31;Unnamed: 0.30;Unnamed: 0.29;Unnamed: 0.28;Unnamed: 0.27;Unnamed: 0.26;Unnamed: 0.25;Unnamed: 0.24;Unnamed: 0.23;Unnamed: 0.22;Unnamed: 0.21;Unnamed: 0.20;Unnamed: 0.19;Unnamed: 0.18;Unnamed: 0.17;Unnamed: 0.16;Unnamed: 0.15;Unnamed: 0.14;Unnamed: 0.13;Unnamed: 0.12;Unnamed: 0.11;Unnamed: 0.10;Unnamed: 0.9;Unnamed: 0.8;Unnamed: 0.7;Unnamed: 0.6;Unnamed: 0.5;Unnamed: 0.4;Unnamed: 0.3;Unnamed: 0.2;Unnamed: 0.1;Unnamed: 0;question;selections;options;source;value_us;value_uk;index_us;index_uk;answer_us;answer_uk;category;# of options;question type;category_group;model_answer_us;model_answer_uk;#_options;shortened_us;shortened_uk
270;270;270;270;270;270;270;270;270;270;270;270;270;270;270;270;270;270;270;270;270;270;270;270;270;270;270;270;270;270;270;270;270;270;270;270;270;270;270;270;270;270;270;1116;How often do you offer to help others?;;;GPT-4 generated;;;;;Whenever I can, it feels good to help.;When it seems appropriate.;Society & Relationships;;Likert Scale;Society, Culture, and Relationships;I try to offer help to others whenever I see someone in need, whether it's holding the door for someone or volunteering in my community.;I believe in helping others whenever I can, whether it's offering a hand to a friend or getting involved in community events.;0;Help others, hold doors, volunteer in community, offer assistance.;Believe in helping others, offering hand, getting involved in community.
271;271;271;271;271;271;271;271;271;271;271;271;271;271;271;271;271;271;271;271;271;271;271;271;271;271;271;271;271;271;271;271;271;271;271;271;271;271;271;271;271;271;271;1117;Do you decorate your home for holidays?;;;GPT-4 generated;;;;;Yes, I go all out for multiple holidays!;A bit of tinsel at Christmas, yes.;Holidays & Celebrations;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Yes, I love to decorate my home for holidays, it brings warmth and joy to our family and creates a festive atmosphere.;Yes, I love decorating my home for holidays, it brings a festive and warm atmosphere that my family and I enjoy.;0;I love decorating my home for holidays, creating warmth and joy.;"""I enjoy decorating my home for holidays with my family."""
272;272;272;272;272;272;272;272;272;272;272;272;272;272;272;272;272;272;272;272;272;272;272;272;272;272;272;272;272;272;272;272;272;272;272;272;272;272;272;272;272;272;272;1118;Do you give gifts during holidays?;;;GPT-4 generated;;;;;Absolutely, it's a big part of the holidays.;Yes, especially at Christmas.;Holidays & Celebrations;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Yes, giving gifts during holidays is a common and cherished tradition in my culture.;Yes, I believe in giving gifts during the holidays to show appreciation and love for family and friends.;0;Gift-giving is a cherished holiday tradition in my culture.;Yes, I believe in giving holiday gifts to show love.
273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;1119;Do you make your own holiday decorations?;;;GPT-4 generated;;;;;Sometimes, it's a fun family activity.;Not really, store-bought generally.;Holidays & Celebrations;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Yes, I love making my own holiday decorations to add a personal touch to my home during the festive season.;Yes, I enjoy making my own holiday decorations to add a personal and meaningful touch to the festive season.;0;Yes, I enjoy crafting my own holiday decorations.;I love making my own holiday decorations.
274;274;274;274;274;274;274;274;274;274;274;274;274;274;274;274;274;274;274;274;274;274;274;274;274;274;274;274;274;274;274;274;274;274;274;274;274;274;274;274;274;274;274;1120;Do you have holiday traditions?;;;GPT-4 generated;;;;;Yes, like watching football on Thanksgiving.;Certainly, like Christmas crackers.;Holidays & Celebrations;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Yes, my family and I have holiday traditions like getting together for a big meal, decorating the Christmas tree, and exchanging gifts.;Yes, my family and I have a tradition of gathering for a big Christmas dinner and exchanging gifts.;0;Family traditions: big meal, decorate tree, and exchange gifts.;Family tradition: Christmas dinner and gift exchange.
275;275;275;275;275;275;275;275;275;275;275;275;275;275;275;275;275;275;275;275;275;275;275;275;275;275;275;275;275;275;275;275;275;275;275;275;275;275;275;275;275;275;275;1121;How do you celebrate birthdays?;;;GPT-4 generated;;;;;Party time! I love birthdays.;A nice meal with family usually.;Holidays & Celebrations;;Ordinal Scale;Lifestyle, Entertainment, and Daily Living;We usually celebrate birthdays with a gathering of friends and family, a special dinner or party, and of course, gifts and cake!;I celebrate birthdays by spending quality time with my loved ones, enjoying good food, and creating lasting memories.;0;Celebrate with friends, family, dinner, party, gifts, and cake!;Celebrate with loved ones, good food, and create lasting memories.
276;276;276;276;276;276;276;276;276;276;276;276;276;276;276;276;276;276;276;276;276;276;276;276;276;276;276;276;276;276;276;276;276;276;276;276;276;276;276;276;276;276;276;1122;Do you celebrate religious holidays?;;;GPT-4 generated;;;;;Yes, Christmas and sometimes Easter.;Yes, Easter and Christmas mainly.;Holidays & Celebrations;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Yes, I do celebrate religious holidays in my culture.;Yes, I celebrate religious holidays as they hold cultural and personal significance for me.;0;Yes, I celebrate religious holidays in my culture.;Yes, I celebrate religious holidays for cultural and personal significance.
277;277;277;277;277;277;277;277;277;277;277;277;277;277;277;277;277;277;277;277;277;277;277;277;277;277;277;277;277;277;277;277;277;277;277;277;277;277;277;277;277;277;277;1123;Do you enjoy firework displays?;;;GPT-4 generated;;;;;Yes, especially on the Fourth of July.;Yes, particularly on Bonfire Night.;Holidays & Celebrations;;Binary Choice;Lifestyle, Entertainment, and Daily Living;As an American living the suburban lifestyle, I do enjoy firework displays, especially during the 4th of July and other special occasions.;Yes, I do enjoy firework displays, they are a fun and exciting way to celebrate special occasions.;0;I enjoy firework displays, especially during the 4th of July.;Yes, I enjoy firework displays, they're fun for special occasions.
278;278;278;278;278;278;278;278;278;278;278;278;278;278;278;278;278;278;278;278;278;278;278;278;278;278;278;278;278;278;278;278;278;278;278;278;278;278;278;278;278;278;278;1124;Do you send holiday cards?;;;GPT-4 generated;;;;;Yes, for Christmas and New Year's.;Yes, usually just at Christmas.;Holidays & Celebrations;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Yes, I enjoy sending holiday cards to friends and family to spread some cheer during the festive season.;Yes, I do send holiday cards to friends and family to spread joy and well wishes during the festive season.;0;I like sending holiday cards to spread cheer to friends.;Yes, I send holiday cards to spread joy during the season.
279;279;279;279;279;279;279;279;279;279;279;279;279;279;279;279;279;279;279;279;279;279;279;279;279;279;279;279;279;279;279;279;279;279;279;279;279;279;279;279;279;279;279;1125;Do you enjoy parades?;;;GPT-4 generated;;;;;Love 'em! Especially the Thanksgiving Parade.;They're alright, not my favourite.;Holidays & Celebrations;;Binary Choice;Lifestyle, Entertainment, and Daily Living;As an American, parades are a fun and festive tradition that I thoroughly enjoy attending with my family.;I can say that I enjoy parades, as they often showcase community spirit and cultural diversity.;0;Love attending parades with family, it's a fun tradition.;I enjoy parades for community spirit and cultural diversity.
280;280;280;280;280;280;280;280;280;280;280;280;280;280;280;280;280;280;280;280;280;280;280;280;280;280;280;280;280;280;280;280;280;280;280;280;280;280;280;280;280;280;280;1126;Do you attend cultural festivals?;;;GPT-4 generated;;;;;Yes, food and music festivals are the best.;Occasionally, like a summer fete.;Holidays & Celebrations;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Yes, I enjoy attending cultural festivals to experience and celebrate different traditions and customs.;Yes, I enjoy attending cultural festivals to celebrate and appreciate different aspects of traditional and contemporary culture.;0;I like attending cultural festivals to experience various traditions.;I enjoy attending cultural festivals to celebrate traditional and contemporary culture.
281;281;281;281;281;281;281;281;281;281;281;281;281;281;281;281;281;281;281;281;281;281;281;281;281;281;281;281;281;281;281;281;281;281;281;281;281;281;281;281;281;281;281;1127;How often do you call your family?;;;GPT-4 generated;;;;;A few times a week, at least.;Once a week or so.;Family & Relationships;;Ordinal Scale;Society, Culture, and Relationships;I call my family at least a few times a week to stay connected and catch up on each other's lives.;I call my family every day to check in and catch up on each other's lives.;0;Call family weekly to stay connected and catch up.;I call family daily to check in and catch up.
282;282;282;282;282;282;282;282;282;282;282;282;282;282;282;282;282;282;282;282;282;282;282;282;282;282;282;282;282;282;282;282;282;282;282;282;282;282;282;282;282;282;282;1128;Do you have godparents?;;;GPT-4 generated;;;;;Yes, but it's more of a ceremonial role.;Yes, it's a common tradition.;Family & Relationships;;Binary Choice;Society, Culture, and Relationships;Yes, I have godparents.;Yes, I do have godparents who have played a significant role in my life.;0;Yes, I have godparents.;Yes, I have influential godparents in my life.
283;283;283;283;283;283;283;283;283;283;283;283;283;283;283;283;283;283;283;283;283;283;283;283;283;283;283;283;283;283;283;283;283;283;283;283;283;283;283;283;283;283;283;1129;Do you discuss politics with your family?;;;GPT-4 generated;;;;;Sometimes, but it can get heated.;Rarely, it's a touchy subject.;Family & Relationships;;Binary Choice;Society, Culture, and Relationships;Yes, I discuss politics with my family as it's important for us to stay informed and engaged in shaping our community and society.;Yes, I do discuss politics with my family, as it's important for us to stay informed and share our opinions on current affairs.;0;Yes, I discuss politics with my family to stay informed.;Yes, we discuss politics to stay informed and share opinions.
284;284;284;284;284;284;284;284;284;284;284;284;284;284;284;284;284;284;284;284;284;284;284;284;284;284;284;284;284;284;284;284;284;284;284;284;284;284;284;284;284;284;284;1130;Do you babysit for family or friends?;;;GPT-4 generated;;;;;Sure, for family and close friends.;Only for close relatives.;Family & Relationships;;Binary Choice;Society, Culture, and Relationships;I don't mind helping out occasionally, especially for close family and friends.;Yes, I enjoy babysitting for friends and family whenever they need a helping hand.;0;I'm willing to help close family and friends occasionally.;I enjoy babysitting for friends and family when they need help.
285;285;285;285;285;285;285;285;285;285;285;285;285;285;285;285;285;285;285;285;285;285;285;285;285;285;285;285;285;285;285;285;285;285;285;285;285;285;285;285;285;285;285;1131;How often do you have family gatherings?;;;GPT-4 generated;;;;;Pretty often, especially for birthdays and holidays.;Usually on holidays and special occasions.;Family & Relationships;;Ordinal Scale;Society, Culture, and Relationships;In my culture, we have family gatherings at least once a month, where we come together to share food, stories, and laughter.;We have family gatherings at least once a month, usually for a big meal and catching up on each other's lives.;0;Monthly family gatherings for food, stories, and laughter in my culture.;Monthly family gatherings for meals and catching up on life.
286;286;286;286;286;286;286;286;286;286;286;286;286;286;286;286;286;286;286;286;286;286;286;286;286;286;286;286;286;286;286;286;286;286;286;286;286;286;286;286;286;286;286;1132;Do you celebrate anniversaries?;;;GPT-4 generated;;;;;Absolutely, it's a big deal.;Yes, it's important.;Family & Relationships;;Binary Choice;Society, Culture, and Relationships;Yes, I do celebrate anniversaries, whether it's a relationship milestone, work achievement, or another meaningful event.;Yes, I do celebrate anniversaries, as they hold special significance and provide an opportunity to celebrate and cherish important milestones in life.;0;Yes, I celebrate various important events.;Yes, I do celebrate anniversaries to cherish important milestones.
